Year,Round,Pick,Player,Team,Week,Wins,Games_Played,Week_Type
2017,99,29,Leftover,Jaguars,17,10,16,RegSsn
2017,99,29,Leftover,Jaguars,Wild Card,11,17,Playoffs
2017,99,29,Leftover,Jaguars,Division,12,18,Playoffs
2017,99,29,Leftover,Jaguars,Conf. Champ.,12,19,Playoffs
2017,99,30,Leftover,Bills,1,1,1,RegSsn
2017,99,30,Leftover,Bills,2,1,2,RegSsn
2017,99,30,Leftover,Bills,3,2,3,RegSsn
2017,99,30,Leftover,Bills,4,3,4,RegSsn
2017,99,30,Leftover,Bills,5,3,5,RegSsn
2017,99,30,Leftover,Bills,6,3,5,Bye Week
2017,99,30,Leftover,Bills,7,4,6,RegSsn
2017,99,30,Leftover,Bills,8,5,7,RegSsn
2017,99,30,Leftover,Bills,9,5,8,RegSsn
2017,99,30,Leftover,Bills,10,5,9,RegSsn
2017,99,30,Leftover,Bills,11,5,10,RegSsn
2017,99,30,Leftover,Bills,12,6,11,RegSsn
2017,99,30,Leftover,Bills,13,6,12,RegSsn
2017,99,30,Leftover,Bills,14,7,13,RegSsn
2017,99,30,Leftover,Bills,15,8,14,RegSsn
2017,99,30,Leftover,Bills,16,8,15,RegSsn
2017,99,30,Leftover,Bills,17,9,16,RegSsn
2017,99,30,Leftover,Bills,Wild Card,9,17,Playoffs
2017,99,31,Leftover,Jets,1,0,1,RegSsn
2017,99,31,Leftover,Jets,2,0,2,RegSsn
2017,99,31,Leftover,Jets,3,1,3,RegSsn
2017,99,31,Leftover,Jets,4,2,4,RegSsn
2017,99,31,Leftover,Jets,5,3,5,RegSsn
2017,99,31,Leftover,Jets,6,3,6,RegSsn
2017,99,31,Leftover,Jets,7,3,7,RegSsn
2017,99,31,Leftover,Jets,8,3,8,RegSsn
2017,99,31,Leftover,Jets,9,4,9,RegSsn
2017,99,31,Leftover,Jets,10,4,10,RegSsn
2017,99,31,Leftover,Jets,11,4,10,Bye Week
2017,99,31,Leftover,Jets,12,4,11,RegSsn
2017,99,31,Leftover,Jets,13,5,12,RegSsn
2017,99,31,Leftover,Jets,14,5,13,RegSsn
2017,99,31,Leftover,Jets,15,5,14,RegSsn
2017,99,31,Leftover,Jets,16,5,15,RegSsn
2017,99,31,Leftover,Jets,17,5,16,RegSsn
2017,99,32,Leftover,Browns,1,0,1,RegSsn
2017,99,32,Leftover,Browns,2,0,2,RegSsn
2017,99,32,Leftover,Browns,3,0,3,RegSsn
2017,99,32,Leftover,Browns,4,0,4,RegSsn
2017,99,32,Leftover,Browns,5,0,5,RegSsn
2017,99,32,Leftover,Browns,6,0,6,RegSsn
2017,99,32,Leftover,Browns,7,0,7,RegSsn
2017,99,32,Leftover,Browns,8,0,8,RegSsn
2017,99,32,Leftover,Browns,9,0,8,Bye Week
2017,99,32,Leftover,Browns,10,0,9,RegSsn
2017,99,32,Leftover,Browns,11,0,10,RegSsn
2017,99,32,Leftover,Browns,12,0,11,RegSsn
2017,99,32,Leftover,Browns,13,0,12,RegSsn
2017,99,32,Leftover,Browns,14,0,13,RegSsn
2017,99,32,Leftover,Browns,15,0,14,RegSsn
2017,99,32,Leftover,Browns,16,0,15,RegSsn
2017,99,32,Leftover,Browns,17,0,16,RegSsn
